Pokemon,Abilities,Base_Experience,Height,ID,Type_1,Type_2,Weight,HP,Attack,Defense,Special_Attack,Special_Defense,Speed,Sprites,Base_Pokemon,Evolution_Level_1,Evolution_Level_2
Electabuzz,Static,172.0,11,125,Electric,No Second Type,300,65,83,57,95,85,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/125.png,Elekid,Electabuzz,Electivire
Magmar,Flame-Body,173.0,13,126,Fire,No Second Type,445,65,95,57,100,85,93,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/126.png,Magby,Magmar,Magmortar
Pinsir,Hyper-Cutter,175.0,15,127,Bug,No Second Type,550,65,125,100,55,70,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/127.png,Pinsir,No First Evolution,No Second Evolution
Tauros,Intimidate,172.0,14,128,Normal,No Second Type,884,75,100,95,40,70,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/128.png,Tauros,No First Evolution,No Second Evolution
Magikarp,Swift-Swim,40.0,9,129,Water,No Second Type,100,20,10,55,15,20,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/129.png,Magikarp,Gyarados,No Second Evolution
Gyarados,Intimidate,189.0,65,130,Water,Flying,2350,95,125,79,60,100,81,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/130.png,Magikarp,Gyarados,No Second Evolution
Lapras,Water-Absorb,187.0,25,131,Water,Ice,2200,130,85,80,85,95,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/131.png,Lapras,No First Evolution,No Second Evolution
Ditto,Limber,101.0,3,132,Normal,No Second Type,40,48,48,48,48,48,48,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/132.png,Ditto,No First Evolution,No Second Evolution
Eevee,Run-Away,65.0,3,133,Normal,No Second Type,65,55,55,50,45,65,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/133.png,Eevee,Vaporeon,No Second Evolution
Vaporeon,Water-Absorb,184.0,10,134,Water,No Second Type,290,130,65,60,110,95,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/134.png,Eevee,Vaporeon,No Second Evolution
Jolteon,Volt-Absorb,184.0,8,135,Electric,No Second Type,245,65,65,60,110,95,130,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/135.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Flareon,Flash-Fire,184.0,9,136,Fire,No Second Type,250,65,130,60,95,110,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/136.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Porygon,Trace,79.0,8,137,Normal,No Second Type,365,65,60,70,85,75,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/137.png,Porygon,Porygon2,Porygon-Z
Omanyte,Swift-Swim,71.0,4,138,Rock,Water,75,35,40,100,90,55,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/138.png,Omanyte,Omastar,No Second Evolution
Omastar,Swift-Swim,173.0,10,139,Rock,Water,350,70,60,125,115,70,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/139.png,Omanyte,Omastar,No Second Evolution
Kabuto,Swift-Swim,71.0,5,140,Rock,Water,115,30,80,90,55,45,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/140.png,Kabuto,Kabutops,No Second Evolution
Kabutops,Swift-Swim,173.0,13,141,Rock,Water,405,60,115,105,65,70,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/141.png,Kabuto,Kabutops,No Second Evolution
Aerodactyl,Rock-Head,180.0,18,142,Rock,Flying,590,80,105,65,60,75,130,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/142.png,Aerodactyl,No First Evolution,No Second Evolution
Snorlax,Immunity,189.0,21,143,Normal,No Second Type,4600,160,110,65,65,110,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/143.png,Munchlax,Snorlax,No Second Evolution
Articuno,Pressure,290.0,17,144,Ice,Flying,554,90,85,100,95,125,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/144.png,Articuno,No First Evolution,No Second Evolution
Zapdos,Pressure,290.0,16,145,Electric,Flying,526,90,90,85,125,90,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/145.png,Zapdos,No First Evolution,No Second Evolution
Moltres,Pressure,290.0,20,146,Fire,Flying,600,90,100,90,125,85,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/146.png,Moltres,No First Evolution,No Second Evolution
Dratini,Shed-Skin,60.0,18,147,Dragon,No Second Type,33,41,64,45,50,50,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/147.png,Dratini,Dragonair,Dragonite
Dragonair,Shed-Skin,147.0,40,148,Dragon,No Second Type,165,61,84,65,70,70,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/148.png,Dratini,Dragonair,Dragonite
Dragonite,Inner-Focus,300.0,22,149,Dragon,Flying,2100,91,134,95,100,100,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/149.png,Dratini,Dragonair,Dragonite
Mewtwo,Pressure,340.0,20,150,Psychic,No Second Type,1220,106,110,90,154,90,130,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/150.png,Mewtwo,No First Evolution,No Second Evolution
Mew,Synchronize,300.0,4,151,Psychic,No Second Type,40,100,100,100,100,100,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/151.png,Mew,No First Evolution,No Second Evolution
Chikorita,Overgrow,64.0,9,152,Grass,No Second Type,64,45,49,65,49,65,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/152.png,Chikorita,Bayleef,Meganium
Bayleef,Overgrow,142.0,12,153,Grass,No Second Type,158,60,62,80,63,80,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/153.png,Chikorita,Bayleef,Meganium
Meganium,Overgrow,236.0,18,154,Grass,No Second Type,1005,80,82,100,83,100,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/154.png,Chikorita,Bayleef,Meganium
Cyndaquil,Blaze,62.0,5,155,Fire,No Second Type,79,39,52,43,60,50,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/155.png,Cyndaquil,Quilava,Typhlosion
Quilava,Blaze,142.0,9,156,Fire,No Second Type,190,58,64,58,80,65,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/156.png,Cyndaquil,Quilava,Typhlosion
Typhlosion,Blaze,240.0,17,157,Fire,No Second Type,795,78,84,78,109,85,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/157.png,Cyndaquil,Quilava,Typhlosion
Totodile,Torrent,63.0,6,158,Water,No Second Type,95,50,65,64,44,48,43,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/158.png,Totodile,Croconaw,Feraligatr
Croconaw,Torrent,142.0,11,159,Water,No Second Type,250,65,80,80,59,63,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/159.png,Totodile,Croconaw,Feraligatr
Feraligatr,Torrent,239.0,23,160,Water,No Second Type,888,85,105,100,79,83,78,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/160.png,Totodile,Croconaw,Feraligatr
Sentret,Run-Away,43.0,8,161,Normal,No Second Type,60,35,46,34,35,45,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/161.png,Sentret,Furret,No Second Evolution
Furret,Run-Away,145.0,18,162,Normal,No Second Type,325,85,76,64,45,55,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/162.png,Sentret,Furret,No Second Evolution
Hoothoot,Insomnia,52.0,7,163,Normal,Flying,212,60,30,30,36,56,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/163.png,Hoothoot,Noctowl,No Second Evolution
Noctowl,Insomnia,158.0,16,164,Normal,Flying,408,100,50,50,86,96,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/164.png,Hoothoot,Noctowl,No Second Evolution
Ledyba,Swarm,53.0,10,165,Bug,Flying,108,40,20,30,40,80,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/165.png,Ledyba,Ledian,No Second Evolution
Ledian,Swarm,137.0,14,166,Bug,Flying,356,55,35,50,55,110,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/166.png,Ledyba,Ledian,No Second Evolution
Spinarak,Swarm,50.0,5,167,Bug,Poison,85,40,60,40,40,40,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/167.png,Spinarak,Ariados,No Second Evolution
Ariados,Swarm,140.0,11,168,Bug,Poison,335,70,90,70,60,70,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/168.png,Spinarak,Ariados,No Second Evolution
Crobat,Inner-Focus,268.0,18,169,Poison,Flying,750,85,90,80,70,80,130,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/169.png,Zubat,Golbat,Crobat
Chinchou,Volt-Absorb,66.0,5,170,Water,Electric,120,75,38,38,56,56,67,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/170.png,Chinchou,Lanturn,No Second Evolution
Lanturn,Volt-Absorb,161.0,12,171,Water,Electric,225,125,58,58,76,76,67,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/171.png,Chinchou,Lanturn,No Second Evolution
Pichu,Static,41.0,3,172,Electric,No Second Type,20,20,40,15,35,35,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/172.png,Pichu,Pikachu,Raichu
Cleffa,Cute-Charm,44.0,3,173,Fairy,No Second Type,30,50,25,28,45,55,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/173.png,Cleffa,Clefairy,Clefable
Igglybuff,Cute-Charm,42.0,3,174,Normal,Fairy,10,90,30,15,40,20,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/174.png,Igglybuff,Jigglypuff,Wigglytuff
Togepi,Hustle,49.0,3,175,Fairy,No Second Type,15,35,20,65,40,65,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/175.png,Togepi,Togetic,Togekiss
Togetic,Hustle,142.0,6,176,Fairy,Flying,32,55,40,85,80,105,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/176.png,Togepi,Togetic,Togekiss
Natu,Synchronize,64.0,2,177,Psychic,Flying,20,40,50,45,70,45,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/177.png,Natu,Xatu,No Second Evolution
Xatu,Synchronize,165.0,15,178,Psychic,Flying,150,65,75,70,95,70,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/178.png,Natu,Xatu,No Second Evolution
Mareep,Static,56.0,6,179,Electric,No Second Type,78,55,40,40,65,45,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/179.png,Mareep,Flaaffy,Ampharos
Flaaffy,Static,128.0,8,180,Electric,No Second Type,133,70,55,55,80,60,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/180.png,Mareep,Flaaffy,Ampharos
Ampharos,Static,230.0,14,181,Electric,No Second Type,615,90,75,85,115,90,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/181.png,Mareep,Flaaffy,Ampharos
Bellossom,Chlorophyll,245.0,4,182,Grass,No Second Type,58,75,80,95,90,100,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/182.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Marill,Thick-Fat,88.0,4,183,Water,Fairy,85,70,20,50,20,50,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/183.png,Azurill,Marill,Azumarill
Azumarill,Thick-Fat,210.0,8,184,Water,Fairy,285,100,50,80,60,80,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/184.png,Azurill,Marill,Azumarill
Sudowoodo,Sturdy,144.0,12,185,Rock,No Second Type,380,70,100,115,30,65,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/185.png,Bonsly,Sudowoodo,No Second Evolution
Politoed,Water-Absorb,250.0,11,186,Water,No Second Type,339,90,75,75,90,100,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/186.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Hoppip,Chlorophyll,50.0,4,187,Grass,Flying,5,35,35,40,35,55,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/187.png,Hoppip,Skiploom,Jumpluff
Skiploom,Chlorophyll,119.0,6,188,Grass,Flying,10,55,45,50,45,65,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/188.png,Hoppip,Skiploom,Jumpluff
Jumpluff,Chlorophyll,207.0,8,189,Grass,Flying,30,75,55,70,55,95,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/189.png,Hoppip,Skiploom,Jumpluff
Aipom,Run-Away,72.0,8,190,Normal,No Second Type,115,55,70,55,40,55,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/190.png,Aipom,Ambipom,No Second Evolution
Sunkern,Chlorophyll,36.0,3,191,Grass,No Second Type,18,30,30,30,30,30,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/191.png,Sunkern,Sunflora,No Second Evolution
Sunflora,Chlorophyll,149.0,8,192,Grass,No Second Type,85,75,75,55,105,85,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/192.png,Sunkern,Sunflora,No Second Evolution
Yanma,Speed-Boost,78.0,12,193,Bug,Flying,380,65,65,45,75,45,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/193.png,Yanma,Yanmega,No Second Evolution
Wooper,Damp,42.0,4,194,Water,Ground,85,55,45,45,25,25,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/194.png,Wooper,Quagsire,No Second Evolution
Quagsire,Damp,151.0,14,195,Water,Ground,750,95,85,85,65,65,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/195.png,Wooper,Quagsire,No Second Evolution
Espeon,Synchronize,184.0,9,196,Psychic,No Second Type,265,65,65,60,130,95,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/196.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Umbreon,Synchronize,184.0,10,197,Dark,No Second Type,270,95,65,110,60,130,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/197.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Murkrow,Insomnia,81.0,5,198,Dark,Flying,21,60,85,42,85,42,91,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/198.png,Murkrow,Honchkrow,No Second Evolution
Slowking,Oblivious,172.0,20,199,Water,Psychic,795,95,75,80,100,110,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/199.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Misdreavus,Levitate,87.0,7,200,Ghost,No Second Type,10,60,60,60,85,85,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/200.png,Misdreavus,Mismagius,No Second Evolution
Unown,Levitate,118.0,5,201,Psychic,No Second Type,50,48,72,48,72,48,48,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/201.png,Unown,No First Evolution,No Second Evolution
Wobbuffet,Shadow-Tag,142.0,13,202,Psychic,No Second Type,285,190,33,58,33,58,33,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/202.png,Wynaut,Wobbuffet,No Second Evolution
Girafarig,Inner-Focus,159.0,15,203,Normal,Psychic,415,70,80,65,90,65,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/203.png,Girafarig,Farigiraf,No Second Evolution
Pineco,Sturdy,58.0,6,204,Bug,No Second Type,72,50,65,90,35,35,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/204.png,Pineco,Forretress,No Second Evolution
Forretress,Sturdy,163.0,12,205,Bug,Steel,1258,75,90,140,60,60,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/205.png,Pineco,Forretress,No Second Evolution
Dunsparce,Serene-Grace,145.0,15,206,Normal,No Second Type,140,100,70,70,65,65,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/206.png,Dunsparce,Dudunsparce,No Second Evolution
Gligar,Hyper-Cutter,86.0,11,207,Ground,Flying,648,65,75,105,35,65,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/207.png,Gligar,Gliscor,No Second Evolution
Steelix,Rock-Head,179.0,92,208,Steel,Ground,4000,75,85,200,55,65,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/208.png,Onix,Steelix,No Second Evolution
Snubbull,Intimidate,60.0,6,209,Fairy,No Second Type,78,60,80,50,40,40,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/209.png,Snubbull,Granbull,No Second Evolution
Granbull,Intimidate,158.0,14,210,Fairy,No Second Type,487,90,120,75,60,60,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/210.png,Snubbull,Granbull,No Second Evolution
Qwilfish,Poison-Point,88.0,5,211,Water,Poison,39,65,95,85,55,55,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/211.png,Qwilfish,Overqwil,No Second Evolution
Scizor,Swarm,175.0,18,212,Bug,Steel,1180,70,130,100,55,80,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/212.png,Scyther,Scizor,No Second Evolution
Shuckle,Sturdy,177.0,6,213,Bug,Rock,205,20,10,230,10,230,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/213.png,Shuckle,No First Evolution,No Second Evolution
Heracross,Swarm,175.0,15,214,Bug,Fighting,540,80,125,75,40,95,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/214.png,Heracross,No First Evolution,No Second Evolution
Sneasel,Inner-Focus,86.0,9,215,Dark,Ice,280,55,95,55,35,75,115,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/215.png,Sneasel,Weavile,No Second Evolution
Teddiursa,Pickup,66.0,6,216,Normal,No Second Type,88,60,80,50,50,50,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/216.png,Teddiursa,Ursaring,Ursaluna
Ursaring,Guts,175.0,18,217,Normal,No Second Type,1258,90,130,75,75,75,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/217.png,Teddiursa,Ursaring,Ursaluna
